"";"GRID_NAME_maille";"nb.data";"nb.dates";"nb.obs";"sr";"Axis1";"Axis2";"lat.wgs84";"lon.wgs84"
"258";"E030N682";1234;239;103;109;1,56015673093611;0,0101383084975064;48,3993994654154;-2,33920060604671
"259";"E030N683";2262;233;90;122;1,46652523187276;-0,0172365550820939;48,4811122785622;-2,35460930000038
"260";"E030N684";3840;517;151;173;0,581276653093168;-0,348776492889933;48,6136615677156;-2,33250084887127
"261";"E030N685";10497;1061;506;232;-1,70526845192944;-1,50246888446009;48,6705016948354;-2,33701641462464
"262";"E031N672";2678;430;56;143;1,25955934038317;0,125366005067653;47,5438870307854;-2,14713194110054
"263";"E031N673";16687;1474;224;226;-1,13417216706007;0,0677254129520619;47,6038393858744;-2,11259718836545
"264";"E031N674";7069;1028;175;186;-0,0453204103754423;-0,0436432326900049;47,6851571826996;-2,11793465159359
"265";"E031N675";2897;340;116;131;1,20988493526414;-0,0779905264889128;47,7727133076407;-2,14886607213568
"266";"E031N676";3093;353;118;145;1,06748435193346;-0,172346041250483;47,8856385789655;-2,16955201626007
"267";"E031N677";2238;428;177;153;0,770163672040044;-0,409014414464931;47,9705626046328;-2,16993807665258
"268";"E031N678";6909;621;265;190;-0,116424644193728;-0,740694911390684;48,0359493314282;-2,14553223432024
"269";"E031N679";1104;156;64;110;1,74448456654115;0,0775218816712732;48,1573353530258;-2,18148820766372
